owner; tokens
0xc02d7e0cd2da887ebc2c43542d8e8f063615c00e;"[{"tokenId":"1409","lastBlockNum":14176145}]"
0x00d4c228fd3536a67145a78d6d69d6020c0b9a6f;"[{"tokenId":"1410","lastBlockNum":14176431}]"
0x9ba9d3fa6f16809d0c951eb272fe6762c5ea58d4;"[{"tokenId":"1411","lastBlockNum":14176145},{"tokenId":"1412","lastBlockNum":14176145}]"
0x180c06de66e2d5bc1bc13ad17634b992f76ea90c;"[{"tokenId":"1415","lastBlockNum":14176210}]"
0x52e6f1941eadf2e359c7dbb45a862c136cf5f968;"[{"tokenId":"1419","lastBlockNum":14178972}]"
0xaaa313393e79ea3454939e843e0aa8dec66a9949;"[{"tokenId":"1420","lastBlockNum":14184975},{"tokenId":"1951","lastBlockNum":14185007},{"tokenId":"2052","lastBlockNum":14184975},{"tokenId":"2564","lastBlockNum":14185007},{"tokenId":"3025","lastBlockNum":14184975},{"tokenId":"4235","lastBlockNum":14185034},{"tokenId":"4530","lastBlockNum":14185091},{"tokenId":"4852","lastBlockNum":14190105},{"tokenId":"4977","lastBlockNum":14185072},{"tokenId":"5067","lastBlockNum":14190105}]"
0x3c51bf7653c0a7ad84ffb740b721c3058ebbd10d;"[{"tokenId":"1422","lastBlockNum":14176147}]"
0x8e4cf799b68f01f3a54c7154eeb1d94cc26fbce9;"[{"tokenId":"1423","lastBlockNum":14176160},{"tokenId":"1446","lastBlockNum":14176166}]"
0xfecc8043f25805a644cb8828419ba997f5a6d25c;"[{"tokenId":"1428","lastBlockNum":14182030}]"
0xb9b691a11b641d3900f067448468abc2eb81eb8e;"[{"tokenId":"1430","lastBlockNum":14176149},{"tokenId":"1431","lastBlockNum":14176149},{"tokenId":"4873","lastBlockNum":14185007}]"
0x90713032554b18cc4801d6a703bec02796cb883b;"[{"tokenId":"1439","lastBlockNum":14176183},{"tokenId":"4389","lastBlockNum":14185088},{"tokenId":"5095","lastBlockNum":14185017}]"
0x39cc736d2f6bda7d216f186c9fa6754d422a2ea9;"[{"tokenId":"1442","lastBlockNum":14176150}]"
0x839469c31b854b6e6a0c1e67e6183ebbdab46456;"[{"tokenId":"1455","lastBlockNum":14176150}]"
0x59e614c0851cc07d7e7a7f7c9a264836685dc824;"[{"tokenId":"1456","lastBlockNum":14176150},{"tokenId":"1457","lastBlockNum":14176150}]"
0x146b24973975c87053c035b128ef92d19c413dd0;"[{"tokenId":"1458","lastBlockNum":14176150},{"tokenId":"1459","lastBlockNum":14176150}]"
0x0d9ec0ad66d54c4245fc8c3dc5f5263904054589;"[{"tokenId":"1461","lastBlockNum":14176717}]"
0xdfd5e770a5b218b0b5011a7bddc72f084dc86cd3;"[{"tokenId":"1464","lastBlockNum":14176542},{"tokenId":"2311","lastBlockNum":14176533}]"
0xd43797e006b5bc6229872ede3fe98014979339d3;"[{"tokenId":"1467","lastBlockNum":14176562},{"tokenId":"2407","lastBlockNum":14176612},{"tokenId":"2418","lastBlockNum":14176619},{"tokenId":"4124","lastBlockNum":14186649},{"tokenId":"4607","lastBlockNum":14185457},{"tokenId":"5104","lastBlockNum":14186658},{"tokenId":"5324","lastBlockNum":14191168}]"
0x06515bbba6d90ee24a9ea81caef2b47cacab896b;"[{"tokenId":"1468","lastBlockNum":14176154}]"
0x842fb04bb651f2cb21438ee94189bd18e547a64b;"[{"tokenId":"1470","lastBlockNum":14176154}]"
0x82ecd70334f407313998f116b8bc35e63db4cbe2;"[{"tokenId":"1472","lastBlockNum":14183307}]"
0x8152e74b2cd6ac2ff783816c30ea66cefa5efc8d;"[{"tokenId":"1473","lastBlockNum":14176155}]"
0xfdddef70093875df72988372d89b53a6273d462c;"[{"tokenId":"1475","lastBlockNum":14176155},{"tokenId":"1476","lastBlockNum":14176155}]"
0x99785c6aec9a8989f8a004339a64c5b2d4579760;"[{"tokenId":"1477","lastBlockNum":14176155},{"tokenId":"1478","lastBlockNum":14176155}]"
0xd3e30d4914c650cfa94f6b32f8c240c763f2d389;"[{"tokenId":"1479","lastBlockNum":14181627},{"tokenId":"2699","lastBlockNum":14181630}]"
0xda9a8dfc92d776b099c3b16834528c5cb73d8b4a;"[{"tokenId":"1480","lastBlockNum":14176155},{"tokenId":"1481","lastBlockNum":14176155}]"
0xb6461f3c43a44ac5180da996e352d37c9c1153ad;"[{"tokenId":"1482","lastBlockNum":14176157},{"tokenId":"1483","lastBlockNum":14176157}]"
0x14dfcf6fb3324cee3447454567fb8ceb575b80b7;"[{"tokenId":"1484","lastBlockNum":14176158}]"
0x5a4e6153768dca304cc0911bf21e645c6511703f;"[{"tokenId":"1487","lastBlockNum":14197382},{"tokenId":"2944","lastBlockNum":14197382},{"tokenId":"4413","lastBlockNum":14197382},{"tokenId":"4754","lastBlockNum":14197383},{"tokenId":"4781","lastBlockNum":14197383}]"
0xc7cb4c585a9c24b5154a451cee93a21d436e7663;"[{"tokenId":"1490","lastBlockNum":14176158}]"
0x4077d248d405e29da00c7c0553b2a808676bd70c;"[{"tokenId":"1492","lastBlockNum":14176158},{"tokenId":"1493","lastBlockNum":14176158}]"
0x6a20df7cc64e5dcbc3dbb45f818efc93a8698608;"[{"tokenId":"1494","lastBlockNum":14176160},{"tokenId":"1495","lastBlockNum":14176160}]"
0x7d93491be90281479be4e1128fc9b028fd69d697;"[{"tokenId":"1503","lastBlockNum":14176162},{"tokenId":"1504","lastBlockNum":14176162}]"
0x3ad644dddad5a841d4f4480147437d70debd3294;"[{"tokenId":"1507","lastBlockNum":14176491},{"tokenId":"1653","lastBlockNum":14183163},{"tokenId":"1669","lastBlockNum":14176510},{"tokenId":"1677","lastBlockNum":14183163},{"tokenId":"1771","lastBlockNum":14183163}]"
0x7406c00df159b98c16bca4f07fc95311b4a1bd2f;"[{"tokenId":"1508","lastBlockNum":14176163}]"
0xff87a8c90595171d06c92d6926dbbf43777cf7a3;"[{"tokenId":"1509","lastBlockNum":14176163}]"
0x4be827d702dbc9a72ca0320736ac0cea3c476571;"[{"tokenId":"1511","lastBlockNum":14176164},{"tokenId":"1512","lastBlockNum":14176164}]"
0x597f0fdbb96485cd258777248052ff0e4781fe4c;"[{"tokenId":"1513","lastBlockNum":14176164},{"tokenId":"1514","lastBlockNum":14176164}]"
0xc9a6bfa74556b6e354d88fc672475259ca4001a7;"[{"tokenId":"1518","lastBlockNum":14176164}]"
0xb6ab79603d1c12e3a2335ced86b7bee2a1d05ac9;"[{"tokenId":"1521","lastBlockNum":14176166},{"tokenId":"1522","lastBlockNum":14176166}]"
0x27b0fc6c4a5a0cf213a570097279a5bde61214d2;"[{"tokenId":"1528","lastBlockNum":14176170},{"tokenId":"1529","lastBlockNum":14176170}]"
0x569680033cf81d379e24e0553230ab444fe10559;"[{"tokenId":"1530","lastBlockNum":14176170},{"tokenId":"1531","lastBlockNum":14176170}]"
0x0ff78946753585df6ee4a548dce1103009c9b24d;"[{"tokenId":"1535","lastBlockNum":14176170}]"
0xef37960936830697edc8500a5062e68554f30f7f;"[{"tokenId":"1536","lastBlockNum":14176219}]"
0x046659bb263fd831e3e1383e7acb6c37b622b29f;"[{"tokenId":"1540","lastBlockNum":14176173},{"tokenId":"1541","lastBlockNum":14176173}]"
0x161e972dae2ee5ef5ae199e57ff92570420376e0;"[{"tokenId":"1542","lastBlockNum":14185277}]"
0x6ed73292c49a8a5e6ac4913ff333fb2134242d2f;"[{"tokenId":"1543","lastBlockNum":14176173}]"
0x83846ece01c66a3afeac4cfe2ae9b9dfba1c5f46;"[{"tokenId":"1544","lastBlockNum":14176174},{"tokenId":"1545","lastBlockNum":14176174}]"
0xcf413f976cb789e93153ac1011013b4aedb1d186;"[{"tokenId":"1551","lastBlockNum":14179034}]"
0x05e11240aa5f8d0ac13281534bba0c173a19d9a4;"[{"tokenId":"1552","lastBlockNum":14178982}]"
0x3f92e5da784bd78bba11bdf7baa370159b15f923;"[{"tokenId":"1557","lastBlockNum":14176175}]"
0xe177dfd8f8a6dbc9cbb72ec342ee48ce01a6ca33;"[{"tokenId":"1558","lastBlockNum":14176176},{"tokenId":"1559","lastBlockNum":14176176}]"
0x2c895c422ebe69111de590141f399d010753f31d;"[{"tokenId":"1560","lastBlockNum":14176176},{"tokenId":"1561","lastBlockNum":14176176}]"
0x0f10abd1fdf897a831692fc5b28fda12ef685323;"[{"tokenId":"1562","lastBlockNum":14176176},{"tokenId":"1563","lastBlockNum":14176176}]"
0xbdc139d631717f9a84f7292e425233b8d0c3d8ef;"[{"tokenId":"1567","lastBlockNum":14194520},{"tokenId":"4355","lastBlockNum":14194178}]"
0x9179e12daf8409130581d581458903da95586d6a;"[{"tokenId":"1573","lastBlockNum":14176210}]"
0x352c7d391581ef34e853fe27c6ed960f7c148efa;"[{"tokenId":"1574","lastBlockNum":14176178},{"tokenId":"1575","lastBlockNum":14176178}]"
0x380363ff93cc8a24a9d129c367a2d7b2bab20a80;"[{"tokenId":"1578","lastBlockNum":14182941},{"tokenId":"2316","lastBlockNum":14182952}]"
0xcf9cbecbee74e3de9acd68cbca714dacdfa6b795;"[{"tokenId":"1582","lastBlockNum":14176181},{"tokenId":"1583","lastBlockNum":14176181}]"
0xa80b24fde3468d7995478d1b47ef09f6099e4fc8;"[{"tokenId":"1584","lastBlockNum":14176182},{"tokenId":"1585","lastBlockNum":14176182},{"tokenId":"4786","lastBlockNum":14185003}]"
0x4d51d2afc21951630296469cad143ee7ab8f44fe;"[{"tokenId":"1586","lastBlockNum":14176182},{"tokenId":"1587","lastBlockNum":14176182}]"
0x9e571e4260095df1d746ea1b1ae020c15a47f34f;"[{"tokenId":"1588","lastBlockNum":14176183},{"tokenId":"1589","lastBlockNum":14176183}]"
0xb3b67be8cc2b53bcb88e6da88216d985af233c1d;"[{"tokenId":"1590","lastBlockNum":14176183},{"tokenId":"1591","lastBlockNum":14176183}]"
0x6fcddecfc9327ae3a9aa3732889057c6fbb98c9f;"[{"tokenId":"1595","lastBlockNum":14176183}]"
0x474f8c0d066380e835fab9931d506a90da95411e;"[{"tokenId":"1596","lastBlockNum":14176183},{"tokenId":"1597","lastBlockNum":14176183}]"
0xab206fb4b72009c5c7e78c2a91b0b8e63fb73e34;"[{"tokenId":"1600","lastBlockNum":14176185}]"
0xf5dd758831066c8a226ebf25e2458cdacd4ee0cf;"[{"tokenId":"1603","lastBlockNum":14176185}]"
0xeadb0bf6766d9d99ce800ecdca66b374303c380a;"[{"tokenId":"1604","lastBlockNum":14176187},{"tokenId":"1605","lastBlockNum":14176187}]"
0x13be199f3a62dfe22e1601811c2d902f2089a862;"[{"tokenId":"1607","lastBlockNum":14189858},{"tokenId":"1694","lastBlockNum":14189883},{"tokenId":"1982","lastBlockNum":14189910},{"tokenId":"5054","lastBlockNum":14189927}]"
0xa11682f14a888e3ddc85fd396cc509e822e3c97a;"[{"tokenId":"1608","lastBlockNum":14176187},{"tokenId":"1609","lastBlockNum":14176187}]"
0x7665c7c39bd21221af482c4dcf718bcdee343c00;"[{"tokenId":"1611","lastBlockNum":14177911}]"
0x10865b0acb89cce3850d217f22cd98946cf3605c;"[{"tokenId":"1614","lastBlockNum":14176189},{"tokenId":"1615","lastBlockNum":14176189}]"
0xb3419f794308ad4d14bc76e20dad1cf7dc9337f9;"[{"tokenId":"1616","lastBlockNum":14176190}]"
0xc777892040ee687ae9061e9650689848eff16b28;"[{"tokenId":"1620","lastBlockNum":14176232},{"tokenId":"1631","lastBlockNum":14176192}]"
0x88d2c34c3c59069f823d9f5011662b6111862282;"[{"tokenId":"1624","lastBlockNum":14176191},{"tokenId":"1625","lastBlockNum":14176191}]"
0xe56c262331aefd3bf165576c8b2da3720d006352;"[{"tokenId":"1628","lastBlockNum":14176192},{"tokenId":"1629","lastBlockNum":14176192}]"
0x1b148eabce1c9dcfd399df89d0f7f86722ac03ad;"[{"tokenId":"1633","lastBlockNum":14176192}]"
0xc34c9c2acee946473820ff2d2a103d6d30b43e54;"[{"tokenId":"1635","lastBlockNum":14176194},{"tokenId":"1636","lastBlockNum":14176194}]"
0xc0dffc595be1f8c5b7e2a7ea23ef1d282557dd4d;"[{"tokenId":"1637","lastBlockNum":14176194},{"tokenId":"1638","lastBlockNum":14176194}]"
0x489a91cebc04be1e4f30e47a901158554965692f;"[{"tokenId":"1641","lastBlockNum":14176222}]"
0x70a8c0c086a98c0977661168525809a1d73b2561;"[{"tokenId":"1643","lastBlockNum":14176194},{"tokenId":"1644","lastBlockNum":14176194}]"
0xbed050c15224a53a12815fa79f2b1ef431887eb2;"[{"tokenId":"1645","lastBlockNum":14176196},{"tokenId":"1646","lastBlockNum":14176196},{"tokenId":"1864","lastBlockNum":14176309},{"tokenId":"1865","lastBlockNum":14176309},{"tokenId":"2723","lastBlockNum":14193327},{"tokenId":"4367","lastBlockNum":14192504},{"tokenId":"4493","lastBlockNum":14193335},{"tokenId":"5173","lastBlockNum":14192538}]"
0x1634ca655f647b72ca370efd3ea2abdc762c7441;"[{"tokenId":"1648","lastBlockNum":14185411}]"
0x9c19503c62b533b690aa4928c0dd75d4c0b02590;"[{"tokenId":"1649","lastBlockNum":14176197},{"tokenId":"1650","lastBlockNum":14176197},{"tokenId":"4453","lastBlockNum":14189002}]"
0x04dd59e3a1e58f5ccc51ecec0db2a0817506e79c;"[{"tokenId":"1652","lastBlockNum":14178609},{"tokenId":"4277","lastBlockNum":14185728}]"
0x0bcccf68fafe41b5494d7fe81ab018a2a2c06843;"[{"tokenId":"1654","lastBlockNum":14176197}]"
0xfe1bfbf7ea496790c3a27c1e9e5cb75e663b0ff6;"[{"tokenId":"1656","lastBlockNum":14194921}]"
0x976cc02ebed2516d2b42ea12b62d74c4fb122c14;"[{"tokenId":"1657","lastBlockNum":14176197},{"tokenId":"1658","lastBlockNum":14176197}]"
0xbec0022e0ad44628b878c92158fc0082255df8d6;"[{"tokenId":"1660","lastBlockNum":14176198}]"
0x517b1c4b8c259255ee7b7ab85e6ea0dc9a235c3e;"[{"tokenId":"1661","lastBlockNum":14176201},{"tokenId":"1662","lastBlockNum":14176201}]"
0x550643b48bd44c555d473a6f2e1f63315b7064c7;"[{"tokenId":"1665","lastBlockNum":14176203},{"tokenId":"1666","lastBlockNum":14176203}]"
0x95f4f11e1d665ff1887b5d8efa79da29e7b2903f;"[{"tokenId":"1667","lastBlockNum":14176203},{"tokenId":"1668","lastBlockNum":14176203}]"
0xbc67c78d5c59077b9ff75b033a39be1d161fb3c8;"[{"tokenId":"1670","lastBlockNum":14189323}]"
0x7b179130db6866b5c7641edfb3acf4b8505b9e6e;"[{"tokenId":"1672","lastBlockNum":14176205}]"
0x77ff54e6f199074e869e8ca3979fa642e36bb46d;"[{"tokenId":"1674","lastBlockNum":14176205}]"
0xdd7d05fcb22cffcd6c582b6c6af54b3b39857c18;"[{"tokenId":"1675","lastBlockNum":14176207},{"tokenId":"1676","lastBlockNum":14176207}]"
0x25f27e79f38c829b6a2eb784287c124e0a98de82;"[{"tokenId":"1678","lastBlockNum":14176207},{"tokenId":"4464","lastBlockNum":14184995}]"
0xeb89055e16ae1c1e42ad6770a7344ff5c7b4f31d;"[{"tokenId":"1680","lastBlockNum":14184224}]"
0x362cbcb70aa6862be09fa73057f5a2db4e454111;"[{"tokenId":"1681","lastBlockNum":14176208},{"tokenId":"1682","lastBlockNum":14176208}]"
0x4aade9ef175a61e008473ee8965eb6754f41c213;"[{"tokenId":"1683","lastBlockNum":14176208},{"tokenId":"1684","lastBlockNum":14176208}]"
0xfb725809970b8938436dec507584654886cfe2ac;"[{"tokenId":"1686","lastBlockNum":14176208},{"tokenId":"1687","lastBlockNum":14176208}]"
0xabc9b3af7ba302c60049dc826fb2532b37504196;"[{"tokenId":"1688","lastBlockNum":14176208},{"tokenId":"1689","lastBlockNum":14176208}]"
0xc3129b30939c9e4600d87beb5861e169604bb55c;"[{"tokenId":"1697","lastBlockNum":14176213}]"
0xa29455d5e4c6e94e12504d9ef87be2466da0414e;"[{"tokenId":"1698","lastBlockNum":14176215},{"tokenId":"1699","lastBlockNum":14176215}]"
0x7c06a895b51de4a29fe67aadc9b1a8841f0ccf08;"[{"tokenId":"1701","lastBlockNum":14196816}]"
0xcfe97c0ca9ba5f0eda5c4eae90ef249407b3a689;"[{"tokenId":"1704","lastBlockNum":14176216}]"
0x3b996329eaed0333dfee9c0c4a9230e89dd1d9d4;"[{"tokenId":"1707","lastBlockNum":14176218}]"
0xa46d0a644111d109deb8e6047cf81940eeca0b7c;"[{"tokenId":"1708","lastBlockNum":14176219}]"
0x9d8d7220d060fd12ca33336b7239688e366327de;"[{"tokenId":"1710","lastBlockNum":14176723},{"tokenId":"4966","lastBlockNum":14198211}]"
0xd7f4201fac0cbb326f82df554040a2f25c390c34;"[{"tokenId":"1711","lastBlockNum":14191226},{"tokenId":"1816","lastBlockNum":14176248},{"tokenId":"1817","lastBlockNum":14176248},{"tokenId":"4374","lastBlockNum":14185116},{"tokenId":"5278","lastBlockNum":14191226}]"
0x88c73e669c8149bebc07da6dcaea6f53a381ace8;"[{"tokenId":"1712","lastBlockNum":14176222}]"
0x369d78d707909bfe5168891cf024fc979aea84c6;"[{"tokenId":"1716","lastBlockNum":14198990},{"tokenId":"5547","lastBlockNum":14198977}]"
0x43db1b2073baeb67253360f9b39790ce721c45d6;"[{"tokenId":"1717","lastBlockNum":14176619}]"
0x3b1b3edb62b527a134e5a7541f8231a3840486e1;"[{"tokenId":"1718","lastBlockNum":14176223}]"
0x844bfac91c79ad43c81e601b0ddc014d9998531a;"[{"tokenId":"1720","lastBlockNum":14176224}]"
0x2d2c36a3101632da85e7b7918695e2b24a2ec475;"[{"tokenId":"1722","lastBlockNum":14176226},{"tokenId":"1723","lastBlockNum":14176226}]"
0xe83906d6c19939dcc3ffcc317556d940c87847ec;"[{"tokenId":"1732","lastBlockNum":14176230}]"
0xd1575f1fbd2dd790d9bae7dc0c61f229bad0d793;"[{"tokenId":"1733","lastBlockNum":14176230}]"
0xe002f3465e6943ecb865e984eb5388a5b960fcf5;"[{"tokenId":"1735","lastBlockNum":14176232}]"
0xdd46bb1a50c46e904e4c7c05d41b2525e1a20eb0;"[{"tokenId":"1737","lastBlockNum":14176233}]"
0xfae4e5302e680d84f8b62c72673ff3b5416ade56;"[{"tokenId":"1738","lastBlockNum":14176233},{"tokenId":"1739","lastBlockNum":14176233}]"
0x2868f887f84f6da18e3ff0aab4391147f400f744;"[{"tokenId":"1743","lastBlockNum":14192512}]"
0x9f2cdd6cc0994cbf7b930dd8a24592ecd1743486;"[{"tokenId":"1744","lastBlockNum":14176233},{"tokenId":"1745","lastBlockNum":14176233}]"
0xebd8130049a45227d5c181d07291941315793937;"[{"tokenId":"1748","lastBlockNum":14176233},{"tokenId":"1749","lastBlockNum":14176233}]"
0x5e7b91af08a9b993dab5e13a44e7ccfd168e0cdd;"[{"tokenId":"1750","lastBlockNum":14176233},{"tokenId":"1751","lastBlockNum":14176233}]"
0x7009710fc922e3dc254773f8516702a10263b6ef;"[{"tokenId":"1754","lastBlockNum":14176235},{"tokenId":"1755","lastBlockNum":14176235}]"
0x6febfa57d4d397f01de6eba4edc30453b2a7faa4;"[{"tokenId":"1761","lastBlockNum":14176671},{"tokenId":"2781","lastBlockNum":14176898},{"tokenId":"3134","lastBlockNum":14178876},{"tokenId":"3392","lastBlockNum":14178887}]"
0x3da97e584e41e4f160310ba9b5169dfe75fc5f35;"[{"tokenId":"1768","lastBlockNum":14196245}]"
0xfc9356f72e8cd9846c35cec64e5f0b1742b2abae;"[{"tokenId":"1770","lastBlockNum":14177483}]"
0x883ac67b8e4bd02101372ad52bbf682abc2e4a22;"[{"tokenId":"1773","lastBlockNum":14176539},{"tokenId":"2159","lastBlockNum":14176555}]"
0xb2bf9e5bcec0d899e8d4e77e87a682444849727a;"[{"tokenId":"1774","lastBlockNum":14176240}]"
0xdc49b03f8c565494b3f5608b7b0edb322e0de476;"[{"tokenId":"1775","lastBlockNum":14197116},{"tokenId":"3493","lastBlockNum":14197085},{"tokenId":"4930","lastBlockNum":14197084}]"
0x1650cd4957f352d2e6f6935424b5d77e77713b4d;"[{"tokenId":"1778","lastBlockNum":14176242}]"
0xf389ea3ff4b30ec82771b03bd37a424ee9e51a7d;"[{"tokenId":"1781","lastBlockNum":14176244}]"
0x51eb558709df7deef8d7879c4fe91f78dbbdd55a;"[{"tokenId":"1782","lastBlockNum":14176244},{"tokenId":"1783","lastBlockNum":14176244}]"
0x6511d428b5d4eb793a52f4eab654838ca23ac496;"[{"tokenId":"1786","lastBlockNum":14176245}]"
0x64277fa4c5ba9f0a8ece7dbdf852e7089d014779;"[{"tokenId":"1793","lastBlockNum":14176245},{"tokenId":"1794","lastBlockNum":14176245},{"tokenId":"4725","lastBlockNum":14185001}]"
0x339eed9bdc6868bfcd7ff5fe113f36869f3f3cd5;"[{"tokenId":"1795","lastBlockNum":14176245}]"
0x63e788c3f98eecc0c69aa8336f806c907a449b9d;"[{"tokenId":"1799","lastBlockNum":14181931}]"
0x431712d2835d27fc566fdcecbc6e645e6a6878e4;"[{"tokenId":"1810","lastBlockNum":14176248},{"tokenId":"1811","lastBlockNum":14176248}]"
0xafc6f259b238fcb10e58ad61ae8599ba51e2239e;"[{"tokenId":"1812","lastBlockNum":14176248}]"
0xb7d933c739194f2e6b322c2e67ac035f8f877036;"[{"tokenId":"1813","lastBlockNum":14177827}]"
0xa060a88ba9d5925627a17a5ffc7ddf05a5f36ad7;"[{"tokenId":"1815","lastBlockNum":14176248}]"
0xd91fbda8067b694357ed6e9fc39472dceccca9a4;"[{"tokenId":"1819","lastBlockNum":14196660}]"
0x6241d16433b42d584c92129a568e2aa6f97d5bfe;"[{"tokenId":"1825","lastBlockNum":14176250}]"
0x0a256324b1d9fb59d4c490d93c8d5555f2fe4c7a;"[{"tokenId":"1838","lastBlockNum":14176254}]"
0xd0ca6b1d4422d2d0bda3de5f87d8f96e32ae0288;"[{"tokenId":"1840","lastBlockNum":14176342}]"
0xf71b510b4e14453ac3db8d3c6acbe4447c17706e;"[{"tokenId":"1843","lastBlockNum":14176257},{"tokenId":"1844","lastBlockNum":14176257}]"
0x8592fd3a8cebcee53212ed7befbd8d116ad6b9df;"[{"tokenId":"1850","lastBlockNum":14176259},{"tokenId":"3245","lastBlockNum":14177894}]"
0xde1244d9446969aeb1d14c943b6cf3cc9750ac5b;"[{"tokenId":"1851","lastBlockNum":14176259}]"
0xcf436ac94b0a6d2969212cc69bcba0658a87203f;"[{"tokenId":"1858","lastBlockNum":14176452}]"
0x2bedc55ced8ad734cf09e77003fed3df641aad3c;"[{"tokenId":"1863","lastBlockNum":14176265}]"
0x1926e18c7fe998feaefc3537c678984cd555ff5d;"[{"tokenId":"1866","lastBlockNum":14176269},{"tokenId":"1867","lastBlockNum":14176269}]"
0xa33cb0126da99989c99f6a873e16a84b9c0a1be4;"[{"tokenId":"1868","lastBlockNum":14176273},{"tokenId":"1869","lastBlockNum":14176273}]"
0x6bd94fb4bec833c6b666b46d1bc0e29d14017ad8;"[{"tokenId":"1870","lastBlockNum":14176273},{"tokenId":"1871","lastBlockNum":14176273}]"
0x66885ce1976ec88158defeddedce9b9c6f363acd;"[{"tokenId":"1872","lastBlockNum":14176273}]"
0x3519efb7c2dec986d818d0f78a99512f9e3c294b;"[{"tokenId":"1876","lastBlockNum":14176274}]"
0x2f4ffaa59984d1b72318019b882c181e8232e04b;"[{"tokenId":"1879","lastBlockNum":14176274}]"
0xe92d559f99857114c610abef473c31be38e4a08b;"[{"tokenId":"1880","lastBlockNum":14176274},{"tokenId":"1881","lastBlockNum":14176274}]"
0x8a9800738483e9d42ca377d8f95cc5960e6912d1;"[{"tokenId":"1883","lastBlockNum":14176275}]"
0xd9bfa819cfbd1003048fa9f9ae1e2cb2776eb6d7;"[{"tokenId":"1887","lastBlockNum":14176275},{"tokenId":"1888","lastBlockNum":14176275}]"
0x4eb8acf669f07c06052fd17fe969de7cbf598b22;"[{"tokenId":"1891","lastBlockNum":14176276},{"tokenId":"1892","lastBlockNum":14176276}]"
0x8c0d5cf17365df315b8d334eb5552be9f7ff3978;"[{"tokenId":"1894","lastBlockNum":14176276}]"
0xe2cea3b422a3dcbf380990c07b3099257f8749d0;"[{"tokenId":"1895","lastBlockNum":14176276}]"
0x6f0fdd93759597af893167de64c0e1b90215917c;"[{"tokenId":"1899","lastBlockNum":14176279}]"
0x2dfa24018e419ea8453190155434d35328a8c6d8;"[{"tokenId":"1901","lastBlockNum":14176279}]"
0xcd598b1b21c96a1b74cb2a8a87e256830e2b0f1e;"[{"tokenId":"1902","lastBlockNum":14176441}]"
0x62a16311f9475b4742179b19e7c56da0158eb4d3;"[{"tokenId":"1903","lastBlockNum":14176280}]"
0xf15b01d39f81d9983d860ec2c629d0b0a9d1ee85;"[{"tokenId":"1906","lastBlockNum":14176282},{"tokenId":"1907","lastBlockNum":14176282}]"
0xd5f4a8834db1963064d8dcf859dca86ead44f62b;"[{"tokenId":"1908","lastBlockNum":14176286},{"tokenId":"1909","lastBlockNum":14176286},{"tokenId":"1978","lastBlockNum":14176717},{"tokenId":"1979","lastBlockNum":14176679},{"tokenId":"1984","lastBlockNum":14176766},{"tokenId":"1985","lastBlockNum":14176766}]"
0x72d96e2004240dc68de50ebae225c568068955f0;"[{"tokenId":"1911","lastBlockNum":14176286}]"
0x56479ec0ec9d173571d8246c6a96be9754d8e5f1;"[{"tokenId":"1916","lastBlockNum":14176287},{"tokenId":"1917","lastBlockNum":14176287}]"
0x0840dcbc3d2b374e0ac7d47943686353a1c11523;"[{"tokenId":"1919","lastBlockNum":14176287}]"
0x293c8d2bdcf2de5d31eacbfd6fe882e908e72b29;"[{"tokenId":"1920","lastBlockNum":14176287},{"tokenId":"1921","lastBlockNum":14176287}]"
0xb7e170f35d4b9337224c989149077a2f5613ce7c;"[{"tokenId":"1924","lastBlockNum":14176288},{"tokenId":"1925","lastBlockNum":14176288}]"
0x23fcf8d02b1b515ca40ec908463626c1759c2756;"[{"tokenId":"1928","lastBlockNum":14176289},{"tokenId":"1929","lastBlockNum":14176289}]"
0x6e5bb242f9dc1fd782a31aee659d5691fd34c938;"[{"tokenId":"1930","lastBlockNum":14176290},{"tokenId":"1931","lastBlockNum":14176290}]"
0x6772635512cc7f0b9e5d4dcd64cbb4e5533f23b4;"[{"tokenId":"1934","lastBlockNum":14176292},{"tokenId":"1935","lastBlockNum":14176292}]"
0xf29aa63a5eb3dfff45bfc0958b03ff9aad9f6d66;"[{"tokenId":"1937","lastBlockNum":14176294}]"
0x1c816abe0a8a4f01aae9fd6c606a6cac22d1f61c;"[{"tokenId":"1938","lastBlockNum":14176294}]"
